omega	X
-4.86947	0.715921
-4.83805	0.815447
-4.80664	0.894978
-4.77522	0.952937
-4.7438	0.988176
-4.71239	1
-4.68097	0.988176
-4.64956	0.952937
-4.61814	0.894978
-4.58673	0.815447
-4.55531	0.715921
-4.52389	0.598384
-4.49248	0.465194
-4.46106	0.31904
-4.42965	0.162903
-4.39823	-9.01369e-16
-4.36681	-0.166264
-4.3354	-0.332356
-4.30398	-0.494675
-4.27257	-0.649611
-4.24115	-0.793604
-4.20973	-0.923212
-4.17832	-1.03516
-4.1469	-1.12641
-4.11549	-1.19419
-4.08407	-1.23607
-4.05265	-1.24999
-4.02124	-1.23432
-3.98982	-1.18783
-3.95841	-1.10981
-3.92699	-1
-3.89557	-0.858648
-3.86416	-0.6865
-3.83274	-0.48479
-3.80133	-0.255234
-3.76991	7.29433e-15
-3.7385	0.278312
-3.70708	0.576711
-3.67566	0.891854
-3.64425	1.2201
-3.61283	1.55754
-3.58142	1.90009
-3.55	2.24351
-3.51858	2.58352
-3.48717	2.91579
-3.45575	3.23607
-3.42434	3.54021
-3.39292	3.82427
-3.3615	4.0845
-3.33009	4.31749
-3.29867	4.52015
-3.26726	4.68978
-3.23584	4.82413
-3.20442	4.9214
-3.17301	4.98028
-3.14159	5
-3.11018	4.98028
-3.07876	4.9214
-3.04734	4.82413
-3.01593	4.68978
-2.98451	4.52015
-2.9531	4.31749
-2.92168	4.0845
-2.89027	3.82427
-2.85885	3.54021
-2.82743	3.23607
-2.79602	2.91579
-2.7646	2.58352
-2.73319	2.24351
-2.70177	1.90009
-2.67035	1.55754
-2.63894	1.2201
-2.60752	0.891854
-2.57611	0.576711
-2.54469	0.278312
-2.51327	-6.87763e-15
-2.48186	-0.255234
-2.45044	-0.48479
-2.41903	-0.6865
-2.38761	-0.858648
-2.35619	-1
-2.32478	-1.10981
-2.29336	-1.18783
-2.26195	-1.23432
-2.23053	-1.24999
-2.19911	-1.23607
-2.1677	-1.19419
-2.13628	-1.12641
-2.10487	-1.03516
-2.07345	-0.923212
-2.04204	-0.793604
-2.01062	-0.649611
-1.9792	-0.494675
-1.94779	-0.332356
-1.91637	-0.166264
-1.88496	4.12185e-15
-1.85354	0.162903
-1.82212	0.31904
-1.79071	0.465194
-1.75929	0.598384
-1.72788	0.715921
-1.69646	0.815447
-1.66504	0.894978
-1.63363	0.952937
-1.60221	0.988176
-1.5708	1
-1.53938	0.988176
-1.50796	0.952937
-1.47655	0.894978
-1.44513	0.815447
-1.41372	0.715921
-1.3823	0.598384
-1.35088	0.465194
-1.31947	0.31904
-1.28805	0.162903
-1.25664	-2.57534e-16
-1.22522	-0.166264
-1.19381	-0.332356
-1.16239	-0.494675
-1.13097	-0.649611
-1.09956	-0.793604
-1.06814	-0.923212
-1.03673	-1.03516
-1.00531	-1.12641
-0.973894	-1.19419
-0.942478	-1.23607
-0.911062	-1.24999
-0.879646	-1.23432
-0.84823	-1.18783
-0.816814	-1.10981
-0.785398	-1
-0.753982	-0.858648
-0.722566	-0.6865
-0.69115	-0.48479
-0.659734	-0.255234
-0.628319	2.08349e-16
-0.596903	0.278312
-0.565487	0.576711
-0.534071	0.891854
-0.502655	1.2201
-0.471239	1.55754
-0.439823	1.90009
-0.408407	2.24351
-0.376991	2.58352
-0.345575	2.91579
-0.314159	3.23607
-0.282743	3.54021
-0.251327	3.82427
-0.219911	4.0845
-0.188496	4.31749
-0.15708	4.52015
-0.125664	4.68978
-0.0942478	4.82413
-0.0628319	4.9214
-0.0314159	4.98028
0	5
0.0314159	4.98028
0.0628319	4.9214
0.0942478	4.82413
0.125664	4.68978
0.15708	4.52015
0.188496	4.31749
0.219911	4.0845
0.251327	3.82427
0.282743	3.54021
0.314159	3.23607
0.345575	2.91579
0.376991	2.58352
0.408407	2.24351
0.439823	1.90009
0.471239	1.55754
0.502655	1.2201
0.534071	0.891854
0.565487	0.576711
0.596903	0.278312
0.628319	2.08349e-16
0.659734	-0.255234
0.69115	-0.48479
0.722566	-0.6865
0.753982	-0.858648
0.785398	-1
0.816814	-1.10981
0.84823	-1.18783
0.879646	-1.23432
0.911062	-1.24999
0.942478	-1.23607
0.973894	-1.19419
1.00531	-1.12641
1.03673	-1.03516
1.06814	-0.923212
1.09956	-0.793604
1.13097	-0.649611
1.16239	-0.494675
1.19381	-0.332356
1.22522	-0.166264
1.25664	-2.57534e-16
1.28805	0.162903
1.31947	0.31904
1.35088	0.465194
1.3823	0.598384
1.41372	0.715921
1.44513	0.815447
1.47655	0.894978
1.50796	0.952937
1.53938	0.988176
1.5708	1
1.60221	0.988176
1.63363	0.952937
1.66504	0.894978
1.69646	0.815447
1.72788	0.715921
1.75929	0.598384
1.79071	0.465194
1.82212	0.31904
1.85354	0.162903
1.88496	4.12185e-15
1.91637	-0.166264
1.94779	-0.332356
1.9792	-0.494675
2.01062	-0.649611
2.04204	-0.793604
2.07345	-0.923212
2.10487	-1.03516
2.13628	-1.12641
2.1677	-1.19419
2.19911	-1.23607
2.23053	-1.24999
2.26195	-1.23432
2.29336	-1.18783
2.32478	-1.10981
2.35619	-1
2.38761	-0.858648
2.41903	-0.6865
2.45044	-0.48479
2.48186	-0.255234
2.51327	-6.87763e-15
2.54469	0.278312
2.57611	0.576711
2.60752	0.891854
2.63894	1.2201
2.67035	1.55754
2.70177	1.90009
2.73319	2.24351
2.7646	2.58352
2.79602	2.91579
2.82743	3.23607
2.85885	3.54021
2.89027	3.82427
2.92168	4.0845
2.9531	4.31749
2.98451	4.52015
3.01593	4.68978
3.04734	4.82413
3.07876	4.9214
3.11018	4.98028
3.14159	5
3.17301	4.98028
3.20442	4.9214
3.23584	4.82413
3.26726	4.68978
3.29867	4.52015
3.33009	4.31749
3.3615	4.0845
3.39292	3.82427
3.42434	3.54021
3.45575	3.23607
3.48717	2.91579
3.51858	2.58352
3.55	2.24351
3.58142	1.90009
3.61283	1.55754
3.64425	1.2201
3.67566	0.891854
3.70708	0.576711
3.7385	0.278312
3.76991	7.29433e-15
3.80133	-0.255234
3.83274	-0.48479
3.86416	-0.6865
3.89557	-0.858648
3.92699	-1
3.95841	-1.10981
3.98982	-1.18783
4.02124	-1.23432
4.05265	-1.24999
4.08407	-1.23607
4.11549	-1.19419
4.1469	-1.12641
4.17832	-1.03516
4.20973	-0.923212
4.24115	-0.793604
4.27257	-0.649611
4.30398	-0.494675
4.3354	-0.332356
4.36681	-0.166264
4.39823	-9.01369e-16
4.42965	0.162903
4.46106	0.31904
4.49248	0.465194
4.52389	0.598384
4.55531	0.715921
4.58673	0.815447
4.61814	0.894978
4.64956	0.952937
4.68097	0.988176
4.71239	1
4.7438	0.988176
4.77522	0.952937
4.80664	0.894978
4.83805	0.815447
4.86947	0.715921
4.90088	0.598384
4.9323	0.465194
4.96372	0.31904
4.99513	0.162903
5.02655	1.03014e-15
5.05796	-0.166264
5.08938	-0.332356
5.1208	-0.494675
5.15221	-0.649611
5.18363	-0.793604
5.21504	-0.923212
5.24646	-1.03516
5.27788	-1.12641
5.30929	-1.19419
5.34071	-1.23607
5.37212	-1.24999
5.40354	-1.23432
5.43496	-1.18783
5.46637	-1.10981
5.49779	-1
5.5292	-0.858648
5.56062	-0.6865
5.59203	-0.48479
5.62345	-0.255234
5.65487	-1.87514e-15
5.68628	0.278312
5.7177	0.576711
5.74911	0.891854
5.78053	1.2201
5.81195	1.55754
5.84336	1.90009
5.87478	2.24351
5.90619	2.58352
5.93761	2.91579
5.96903	3.23607
6.00044	3.54021
6.03186	3.82427
6.06327	4.0845
6.09469	4.31749
6.12611	4.52015
6.15752	4.68978
6.18894	4.82413
6.22035	4.9214
6.25177	4.98028
6.28319	5
6.3146	4.98028
6.34602	4.9214
6.37743	4.82413
6.40885	4.68978
6.44026	4.52015
6.47168	4.31749
6.5031	4.0845
6.53451	3.82427
6.56593	3.54021
6.59734	3.23607
6.62876	2.91579
6.66018	2.58352
6.69159	2.24351
6.72301	1.90009
6.75442	1.55754
6.78584	1.2201
6.81726	0.891854
6.84867	0.576711
6.88009	0.278312
6.9115	8.33608e-15
6.94292	-0.255234
6.97434	-0.48479
7.00575	-0.6865
7.03717	-0.858648
7.06858	-1
7.1	-1.10981
7.13142	-1.18783
7.16283	-1.23432
7.19425	-1.24999
7.22566	-1.23607
7.25708	-1.19419
7.28849	-1.12641
7.31991	-1.03516
7.35133	-0.923212
7.38274	-0.793604
7.41416	-0.649611
7.44557	-0.494675
7.47699	-0.332356
7.50841	-0.166264
7.53982	-1.5452e-15
7.57124	0.162903
7.60265	0.31904
7.63407	0.465194
7.66549	0.598384
7.6969	0.715921
7.72832	0.815447
7.75973	0.894978
7.79115	0.952937
7.82257	0.988176
7.85398	1
7.8854	0.988176
7.91681	0.952937
7.94823	0.894978
7.97965	0.815447
8.01106	0.715921
8.04248	0.598384
8.07389	0.465194
8.10531	0.31904
8.13672	0.162903
8.16814	-2.06157e-15
8.19956	-0.166264
8.23097	-0.332356
8.26239	-0.494675
8.2938	-0.649611
8.32522	-0.793604
8.35664	-0.923212
8.38805	-1.03516
8.41947	-1.12641
8.45088	-1.19419
8.4823	-1.23607
8.51372	-1.24999
8.54513	-1.23432
8.57655	-1.18783
8.60796	-1.10981
8.63938	-1
8.6708	-0.858648
8.70221	-0.6865
8.73363	-0.48479
8.76504	-0.255234
8.79646	-2.91689e-15
8.82788	0.278312
8.85929	0.576711
8.89071	0.891854
8.92212	1.2201
8.95354	1.55754
8.98495	1.90009
9.01637	2.24351
9.04779	2.58352
9.0792	2.91579
9.11062	3.23607
9.14203	3.54021
9.17345	3.82427
9.20487	4.0845
9.23628	4.31749
9.2677	4.52015
9.29911	4.68978
9.33053	4.82413
9.36195	4.9214
9.39336	4.98028
9.42478	5
