n	xn
-15.5	1
-14.5	0.688967
-13.5	-0.0506492
-12.5	-0.758758
-11.5	-0.994869
-10.5	-0.612106
-9.5	0.151428
-8.5	0.820763
-7.5	0.97953
-6.5	0.528964
-5.5	-0.250653
-4.5	-0.874347
-3.5	-0.954139
-2.5	-0.440394
-1.5	0.347305
-0.5	0.918958
0.5	0.918958
1.5	0.347305
2.5	-0.440394
3.5	-0.954139
4.5	-0.874347
5.5	-0.250653
6.5	0.528964
7.5	0.97953
8.5	0.820763
9.5	0.151428
10.5	-0.612106
11.5	-0.994869
12.5	-0.758758
13.5	-0.0506492
14.5	0.688967
15.5	1
