t	xt
2.525	-0.359735+0.0569764i
2.526	-0.359226+0.0592119i
2.527	-0.358703+0.0614432i
2.528	-0.358167+0.0636703i
2.529	-0.357617+0.0658931i
2.53	-0.357053+0.0681115i
2.531	-0.356475+0.0703254i
2.532	-0.355884+0.0725348i
2.533	-0.355279+0.0747395i
2.534	-0.354661+0.0769395i
2.535	-0.354028+0.0791347i
2.536	-0.353383+0.081325i
2.537	-0.352724+0.0835104i
2.538	-0.352051+0.0856907i
2.539	-0.351365+0.0878658i
2.54	-0.350666+0.0900357i
2.541	-0.349953+0.0922004i
2.542	-0.349227+0.0943596i
2.543	-0.348488+0.0965134i
2.544	-0.347736+0.0986616i
2.545	-0.34697+0.100804i
2.546	-0.346192+0.102941i
2.547	-0.3454+0.105072i
2.548	-0.344595+0.107197i
2.549	-0.343777+0.109317i
2.55	-0.342946+0.11143i
2.551	-0.342102+0.113537i
2.552	-0.341246+0.115638i
2.553	-0.340376+0.117733i
2.554	-0.339494+0.119821i
2.555	-0.338599+0.121903i
2.556	-0.337691+0.123979i
2.557	-0.336771+0.126047i
2.558	-0.335838+0.12811i
2.559	-0.334892+0.130165i
2.56	-0.333934+0.132214i
2.561	-0.332964+0.134256i
2.562	-0.331981+0.136291i
2.563	-0.330986+0.138319i
2.564	-0.329978+0.140339i
2.565	-0.328958+0.142353i
2.566	-0.327926+0.144359i
2.567	-0.326882+0.146358i
2.568	-0.325825+0.14835i
2.569	-0.324757+0.150334i
2.57	-0.323676+0.15231i
2.571	-0.322584+0.154279i
2.572	-0.321479+0.156241i
2.573	-0.320363+0.158194i
2.574	-0.319235+0.16014i
2.575	-0.318096+0.162078i
2.576	-0.316944+0.164008i
2.577	-0.315781+0.165929i
2.578	-0.314606+0.167843i
2.579	-0.31342+0.169749i
2.58	-0.312223+0.171646i
2.581	-0.311013+0.173535i
2.582	-0.309793+0.175415i
2.583	-0.308561+0.177287i
2.584	-0.307318+0.179151i
2.585	-0.306064+0.181006i
2.586	-0.304799+0.182852i
2.587	-0.303523+0.18469i
2.588	-0.302235+0.186519i
2.589	-0.300937+0.188339i
2.59	-0.299628+0.19015i
2.591	-0.298308+0.191952i
2.592	-0.296977+0.193745i
2.593	-0.295636+0.195529i
2.594	-0.294283+0.197303i
2.595	-0.292921+0.199069i
2.596	-0.291548+0.200825i
2.597	-0.290164+0.202572i
2.598	-0.28877+0.204309i
2.599	-0.287365+0.206037i
2.6	-0.285951+0.207755i
2.601	-0.284526+0.209464i
2.602	-0.283091+0.211163i
2.603	-0.281646+0.212853i
2.604	-0.280191+0.214532i
2.605	-0.278726+0.216202i
2.606	-0.277251+0.217862i
2.607	-0.275766+0.219512i
2.608	-0.274272+0.221152i
2.609	-0.272768+0.222781i
2.61	-0.271254+0.224401i
2.611	-0.269731+0.226011i
2.612	-0.268198+0.22761i
2.613	-0.266656+0.229199i
2.614	-0.265105+0.230777i
2.615	-0.263544+0.232346i
2.616	-0.261974+0.233903i
2.617	-0.260395+0.23545i
2.618	-0.258807+0.236987i
2.619	-0.25721+0.238513i
2.62	-0.255604+0.240028i
2.621	-0.25399+0.241533i
2.622	-0.252366+0.243027i
2.623	-0.250734+0.24451i
2.624	-0.249093+0.245982i
2.625	-0.247443+0.247443i
2.626	-0.245785+0.248894i
2.627	-0.244119+0.250333i
2.628	-0.242444+0.251761i
2.629	-0.240761+0.253178i
2.63	-0.23907+0.254584i
2.631	-0.237371+0.255979i
2.632	-0.235664+0.257362i
2.633	-0.233948+0.258734i
2.634	-0.232225+0.260095i
2.635	-0.230494+0.261444i
2.636	-0.228755+0.262782i
2.637	-0.227009+0.264109i
2.638	-0.225255+0.265424i
2.639	-0.223493+0.266727i
2.64	-0.221724+0.268019i
2.641	-0.219948+0.269299i
2.642	-0.218164+0.270567i
2.643	-0.216373+0.271824i
2.644	-0.214575+0.273069i
2.645	-0.21277+0.274302i
2.646	-0.210958+0.275523i
2.647	-0.209139+0.276732i
2.648	-0.207313+0.27793i
2.649	-0.205481+0.279115i
2.65	-0.203642+0.280289i
2.651	-0.201796+0.28145i
2.652	-0.199943+0.282599i
2.653	-0.198085+0.283736i
2.654	-0.196219+0.284862i
2.655	-0.194348+0.285974i
2.656	-0.19247+0.287075i
2.657	-0.190587+0.288163i
2.658	-0.188697+0.289239i
2.659	-0.186801+0.290303i
2.66	-0.184899+0.291355i
2.661	-0.182992+0.292394i
2.662	-0.181079+0.29342i
2.663	-0.17916+0.294434i
2.664	-0.177235+0.295436i
2.665	-0.175305+0.296425i
2.666	-0.17337+0.297402i
2.667	-0.171429+0.298366i
2.668	-0.169484+0.299317i
2.669	-0.167533+0.300256i
2.67	-0.165576+0.301182i
2.671	-0.163615+0.302096i
2.672	-0.161649+0.302997i
2.673	-0.159678+0.303885i
2.674	-0.157703+0.30476i
2.675	-0.155723+0.305623i
2.676	-0.153738+0.306473i
2.677	-0.151748+0.30731i
2.678	-0.149755+0.308134i
2.679	-0.147756+0.308945i
2.68	-0.145754+0.309743i
2.681	-0.143748+0.310529i
2.682	-0.141737+0.311301i
2.683	-0.139722+0.312061i
2.684	-0.137704+0.312807i
2.685	-0.135681+0.313541i
2.686	-0.133655+0.314262i
2.687	-0.131625+0.314969i
2.688	-0.129592+0.315664i
2.689	-0.127555+0.316345i
2.69	-0.125515+0.317013i
2.691	-0.123471+0.317669i
2.692	-0.121424+0.318311i
2.693	-0.119374+0.31894i
2.694	-0.11732+0.319556i
2.695	-0.115264+0.320159i
2.696	-0.113205+0.320748i
2.697	-0.111143+0.321325i
2.698	-0.109078+0.321888i
2.699	-0.107011+0.322438i
2.7	-0.104941+0.322975i
2.701	-0.102868+0.323498i
2.702	-0.100793+0.324008i
2.703	-0.098716+0.324505i
2.704	-0.0966365+0.324989i
2.705	-0.0945548+0.32546i
2.706	-0.0924711+0.325917i
2.707	-0.0903853+0.326361i
2.708	-0.0882976+0.326792i
2.709	-0.0862081+0.327209i
2.71	-0.0841168+0.327613i
2.711	-0.0820239+0.328004i
2.712	-0.0799294+0.328382i
2.713	-0.0778334+0.328746i
2.714	-0.075736+0.329097i
2.715	-0.0736373+0.329434i
2.716	-0.0715374+0.329759i
2.717	-0.0694362+0.33007i
2.718	-0.0673341+0.330367i
2.719	-0.0652309+0.330651i
2.72	-0.0631268+0.330922i
2.721	-0.0610219+0.33118i
2.722	-0.0589163+0.331424i
2.723	-0.05681+0.331655i
2.724	-0.0547032+0.331873i
2.725	-0.0525958+0.332077i
2.726	-0.0504881+0.332268i
2.727	-0.0483801+0.332446i
2.728	-0.0462718+0.33261i
2.729	-0.0441634+0.332761i
2.73	-0.0420549+0.332899i
2.731	-0.0399464+0.333023i
2.732	-0.0378381+0.333134i
2.733	-0.0357299+0.333232i
2.734	-0.033622+0.333317i
2.735	-0.0315145+0.333388i
2.736	-0.0294073+0.333446i
2.737	-0.0273008+0.333491i
2.738	-0.0251948+0.333522i
2.739	-0.0230895+0.333541i
2.74	-0.0209849+0.333546i
2.741	-0.0188812+0.333538i
2.742	-0.0167785+0.333516i
2.743	-0.0146768+0.333482i
2.744	-0.0125761+0.333434i
2.745	-0.0104767+0.333373i
2.746	-0.00837848+0.333299i
2.747	-0.00628163+0.333212i
2.748	-0.00418622+0.333111i
2.749	-0.00209231+0.332998i
2.75	-8.15505e-16+0.332871i
2.751	0.00209064+0.332731i
2.752	0.00417953+0.332579i
2.753	0.00626658+0.332413i
2.754	0.00835171+0.332234i
2.755	0.0104348+0.332042i
2.756	0.0125159+0.331837i
2.757	0.0145948+0.331619i
2.758	0.0166714+0.331389i
2.759	0.0187458+0.331145i
2.76	0.0208177+0.330888i
2.761	0.0228872+0.330618i
2.762	0.024954+0.330336i
2.763	0.0270183+0.330041i
2.764	0.0290798+0.329732i
2.765	0.0311385+0.329411i
2.766	0.0331944+0.329078i
2.767	0.0352473+0.328731i
2.768	0.0372971+0.328372i
2.769	0.0393438+0.328i
2.77	0.0413874+0.327615i
2.771	0.0434276+0.327217i
2.772	0.0454645+0.326807i
2.773	0.047498+0.326385i
2.774	0.049528+0.325949i
2.775	0.0515544+0.325502i
2.776	0.0535771+0.325041i
2.777	0.0555961+0.324568i
2.778	0.0576112+0.324083i
2.779	0.0596225+0.323585i
2.78	0.0616298+0.323075i
2.781	0.0636331+0.322552i
2.782	0.0656322+0.322017i
2.783	0.0676271+0.32147i
2.784	0.0696178+0.32091i
2.785	0.0716041+0.320338i
2.786	0.0735859+0.319754i
2.787	0.0755633+0.319158i
2.788	0.0775361+0.318549i
2.789	0.0795043+0.317929i
2.79	0.0814677+0.317296i
2.791	0.0834263+0.316651i
2.792	0.0853801+0.315994i
2.793	0.0873289+0.315325i
2.794	0.0892727+0.314644i
2.795	0.0912114+0.313952i
2.796	0.0931449+0.313247i
2.797	0.0950732+0.312531i
2.798	0.0969962+0.311802i
2.799	0.0989138+0.311062i
2.8	0.100826+0.310311i
2.801	0.102733+0.309547i
2.802	0.104634+0.308772i
2.803	0.106529+0.307985i
2.804	0.108419+0.307187i
2.805	0.110303+0.306377i
2.806	0.11218+0.305556i
2.807	0.114052+0.304723i
2.808	0.115918+0.303879i
2.809	0.117778+0.303023i
2.81	0.119632+0.302156i
2.811	0.12148+0.301278i
2.812	0.123321+0.300389i
2.813	0.125156+0.299488i
2.814	0.126984+0.298576i
2.815	0.128806+0.297654i
2.816	0.130622+0.29672i
2.817	0.13243+0.295775i
2.818	0.134232+0.294819i
2.819	0.136028+0.293852i
2.82	0.137816+0.292874i
2.821	0.139598+0.291886i
2.822	0.141372+0.290887i
2.823	0.14314+0.289877i
2.824	0.144901+0.288856i
2.825	0.146654+0.287825i
2.826	0.1484+0.286783i
2.827	0.150139+0.28573i
2.828	0.151871+0.284668i
2.829	0.153595+0.283594i
2.83	0.155312+0.282511i
2.831	0.157021+0.281417i
2.832	0.158722+0.280312i
2.833	0.160416+0.279198i
2.834	0.162102+0.278073i
2.835	0.163781+0.276938i
2.836	0.165451+0.275793i
2.837	0.167114+0.274639i
2.838	0.168769+0.273474i
2.839	0.170416+0.272299i
2.84	0.172054+0.271114i
2.841	0.173685+0.26992i
2.842	0.175307+0.268716i
2.843	0.176922+0.267502i
2.844	0.178527+0.266279i
2.845	0.180125+0.265046i
2.846	0.181714+0.263803i
2.847	0.183295+0.262551i
2.848	0.184867+0.26129i
2.849	0.18643+0.260019i
2.85	0.187985+0.258739i
2.851	0.189531+0.25745i
2.852	0.191068+0.256151i
2.853	0.192597+0.254844i
2.854	0.194117+0.253527i
2.855	0.195628+0.252202i
2.856	0.19713+0.250867i
2.857	0.198622+0.249524i
2.858	0.200106+0.248172i
2.859	0.201581+0.246811i
2.86	0.203047+0.245441i
2.861	0.204503+0.244063i
2.862	0.20595+0.242676i
2.863	0.207388+0.241281i
2.864	0.208816+0.239877i
2.865	0.210235+0.238465i
2.866	0.211644+0.237044i
2.867	0.213044+0.235615i
2.868	0.214435+0.234179i
2.869	0.215816+0.232733i
2.87	0.217187+0.23128i
2.871	0.218548+0.229819i
2.872	0.2199+0.22835i
2.873	0.221242+0.226873i
2.874	0.222574+0.225388i
2.875	0.223896+0.223896i
2.876	0.225208+0.222396i
2.877	0.226511+0.220888i
2.878	0.227803+0.219373i
2.879	0.229085+0.21785i
2.88	0.230357+0.21632i
2.881	0.231619+0.214782i
2.882	0.232871+0.213237i
2.883	0.234112+0.211685i
2.884	0.235344+0.210126i
2.885	0.236565+0.20856i
2.886	0.237775+0.206986i
2.887	0.238975+0.205406i
2.888	0.240165+0.203819i
2.889	0.241345+0.202225i
2.89	0.242513+0.200625i
2.891	0.243672+0.199017i
2.892	0.244819+0.197403i
2.893	0.245956+0.195783i
2.894	0.247083+0.194156i
2.895	0.248199+0.192523i
2.896	0.249304+0.190883i
2.897	0.250398+0.189237i
2.898	0.251481+0.187585i
2.899	0.252554+0.185927i
2.9	0.253616+0.184263i
2.901	0.254667+0.182592i
2.902	0.255706+0.180916i
2.903	0.256735+0.179234i
2.904	0.257753+0.177547i
2.905	0.25876+0.175853i
2.906	0.259756+0.174154i
2.907	0.260741+0.17245i
2.908	0.261715+0.17074i
2.909	0.262677+0.169024i
2.91	0.263629+0.167304i
2.911	0.264569+0.165578i
2.912	0.265498+0.163847i
2.913	0.266415+0.16211i
2.914	0.267322+0.160369i
2.915	0.268217+0.158623i
2.916	0.2691+0.156872i
2.917	0.269973+0.155116i
2.918	0.270834+0.153355i
2.919	0.271683+0.15159i
2.92	0.272521+0.14982i
2.921	0.273348+0.148045i
2.922	0.274163+0.146266i
2.923	0.274966+0.144483i
2.924	0.275758+0.142695i
2.925	0.276539+0.140904i
2.926	0.277308+0.139108i
2.927	0.278065+0.137308i
2.928	0.278811+0.135504i
2.929	0.279545+0.133696i
2.93	0.280267+0.131884i
2.931	0.280978+0.130068i
2.932	0.281677+0.128249i
2.933	0.282364+0.126426i
2.934	0.28304+0.124599i
2.935	0.283704+0.12277i
2.936	0.284356+0.120936i
2.937	0.284996+0.119099i
2.938	0.285624+0.11726i
2.939	0.286241+0.115416i
2.94	0.286846+0.11357i
2.941	0.287439+0.111721i
2.942	0.28802+0.109869i
2.943	0.288589+0.108014i
2.944	0.289146+0.106156i
2.945	0.289691+0.104295i
2.946	0.290225+0.102432i
2.947	0.290746+0.100566i
2.948	0.291256+0.0986981i
2.949	0.291754+0.0968274i
2.95	0.292239+0.0949544i
2.951	0.292713+0.0930791i
2.952	0.293175+0.0912016i
2.953	0.293625+0.089322i
2.954	0.294062+0.0874403i
2.955	0.294488+0.0855568i
2.956	0.294902+0.0836713i
2.957	0.295304+0.081784i
2.958	0.295694+0.079895i
2.959	0.296071+0.0780043i
2.96	0.296437+0.0761121i
2.961	0.296791+0.0742183i
2.962	0.297132+0.0723231i
2.963	0.297462+0.0704266i
2.964	0.297779+0.0685288i
2.965	0.298085+0.0666298i
2.966	0.298378+0.0647297i
2.967	0.298659+0.0628285i
2.968	0.298929+0.0609264i
2.969	0.299186+0.0590234i
2.97	0.299431+0.0571195i
2.971	0.299664+0.0552149i
2.972	0.299885+0.0533097i
2.973	0.300094+0.0514038i
2.974	0.300291+0.0494975i
2.975	0.300476+0.0475907i
2.976	0.300649+0.0456835i
2.977	0.300809+0.0437761i
2.978	0.300958+0.0418685i
2.979	0.301095+0.0399607i
2.98	0.301219+0.0380529i
2.981	0.301332+0.036145i
2.982	0.301432+0.0342373i
2.983	0.301521+0.0323298i
2.984	0.301598+0.0304224i
2.985	0.301662+0.0285155i
2.986	0.301715+0.0266089i
2.987	0.301755+0.0247027i
2.988	0.301784+0.0227972i
2.989	0.3018+0.0208922i
2.99	0.301805+0.0189879i
2.991	0.301797+0.0170844i
2.992	0.301778+0.0151818i
2.993	0.301747+0.0132801i
2.994	0.301703+0.0113793i
2.995	0.301648+0.00947968i
2.996	0.301581+0.00758116i
2.997	0.301502+0.00568386i
2.998	0.301411+0.00378785i
2.999	0.301309+0.0018932i
3	0.301194+2.21314e-16i
3.001	0.301068-0.00189169i
3.002	0.30093-0.00378179i
3.003	0.30078-0.00567023i
3.004	0.300618-0.00755694i
3.005	0.300444-0.00944184i
3.006	0.300259-0.0113249i
3.007	0.300062-0.0132059i
3.008	0.299853-0.0150849i
3.009	0.299632-0.0169619i
3.01	0.2994-0.0188366i
3.011	0.299156-0.0207092i
3.012	0.2989-0.0225794i
3.013	0.298633-0.0244472i
3.014	0.298354-0.0263125i
3.015	0.298064-0.0281753i
3.016	0.297762-0.0300355i
3.017	0.297448-0.0318931i
3.018	0.297123-0.0337478i
3.019	0.296786-0.0355998i
3.02	0.296438-0.0374489i
3.021	0.296079-0.039295i
3.022	0.295708-0.041138i
3.023	0.295325-0.042978i
3.024	0.294931-0.0448148i
3.025	0.294526-0.0466483i
3.026	0.294109-0.0484786i
3.027	0.293681-0.0503054i
3.028	0.293242-0.0521288i
3.029	0.292792-0.0539487i
3.03	0.29233-0.055765i
3.031	0.291857-0.0575776i
3.032	0.291373-0.0593865i
3.033	0.290878-0.0611915i
3.034	0.290371-0.0629928i
3.035	0.289854-0.06479i
3.036	0.289325-0.0665833i
3.037	0.288786-0.0683725i
3.038	0.288235-0.0701576i
3.039	0.287674-0.0719384i
3.04	0.287101-0.073715i
3.041	0.286518-0.0754873i
3.042	0.285923-0.0772551i
3.043	0.285318-0.0790185i
3.044	0.284702-0.0807773i
3.045	0.284075-0.0825315i
3.046	0.283438-0.084281i
3.047	0.282789-0.0860258i
3.048	0.28213-0.0877658i
3.049	0.281461-0.0895009i
3.05	0.280781-0.0912311i
3.051	0.28009-0.0929563i
3.052	0.279388-0.0946765i
3.053	0.278677-0.0963915i
3.054	0.277954-0.0981013i
3.055	0.277221-0.0998058i
3.056	0.276478-0.101505i
3.057	0.275725-0.103199i
3.058	0.274961-0.104887i
3.059	0.274187-0.10657i
3.06	0.273402-0.108248i
3.061	0.272608-0.109919i
3.062	0.271803-0.111585i
3.063	0.270988-0.113246i
3.064	0.270163-0.1149i
3.065	0.269328-0.116549i
3.066	0.268483-0.118191i
3.067	0.267628-0.119828i
3.068	0.266763-0.121459i
3.069	0.265888-0.123083i
3.07	0.265004-0.124701i
3.071	0.264109-0.126313i
3.072	0.263205-0.127919i
3.073	0.262291-0.129519i
3.074	0.261368-0.131112i
3.075	0.260435-0.132698i
3.076	0.259492-0.134278i
3.077	0.25854-0.135851i
3.078	0.257578-0.137418i
3.079	0.256607-0.138978i
3.08	0.255626-0.140532i
3.081	0.254636-0.142078i
3.082	0.253637-0.143618i
3.083	0.252629-0.145151i
3.084	0.251611-0.146676i
3.085	0.250584-0.148195i
3.086	0.249548-0.149707i
3.087	0.248503-0.151211i
3.088	0.247449-0.152708i
3.089	0.246386-0.154199i
3.09	0.245314-0.155681i
3.091	0.244234-0.157157i
3.092	0.243144-0.158625i
3.093	0.242046-0.160085i
3.094	0.240939-0.161538i
3.095	0.239823-0.162984i
3.096	0.238699-0.164422i
3.097	0.237566-0.165852i
3.098	0.236425-0.167274i
3.099	0.235275-0.168689i
3.1	0.234117-0.170096i
3.101	0.23295-0.171495i
3.102	0.231775-0.172886i
3.103	0.230592-0.174269i
3.104	0.229401-0.175644i
3.105	0.228202-0.177011i
3.106	0.226994-0.17837i
3.107	0.225778-0.179721i
3.108	0.224555-0.181064i
3.109	0.223324-0.182398i
3.11	0.222084-0.183724i
3.111	0.220837-0.185042i
3.112	0.219582-0.186351i
3.113	0.21832-0.187652i
3.114	0.21705-0.188944i
3.115	0.215772-0.190228i
3.116	0.214486-0.191504i
3.117	0.213194-0.192771i
3.118	0.211894-0.194029i
3.119	0.210586-0.195278i
3.12	0.209271-0.196519i
3.121	0.207949-0.197751i
3.122	0.20662-0.198974i
3.123	0.205283-0.200188i
3.124	0.20394-0.201393i
3.125	0.202589-0.202589i
3.126	0.201232-0.203777i
3.127	0.199868-0.204955i
3.128	0.198497-0.206124i
3.129	0.197119-0.207285i
3.13	0.195734-0.208436i
3.131	0.194343-0.209578i
3.132	0.192945-0.21071i
3.133	0.191541-0.211834i
3.134	0.19013-0.212948i
3.135	0.188713-0.214052i
3.136	0.187289-0.215148i
3.137	0.185859-0.216234i
3.138	0.184423-0.21731i
3.139	0.182981-0.218378i
3.14	0.181533-0.219435i
3.141	0.180078-0.220483i
3.142	0.178618-0.221522i
3.143	0.177152-0.222551i
3.144	0.175679-0.22357i
3.145	0.174202-0.224579i
3.146	0.172718-0.225579i
3.147	0.171229-0.226569i
3.148	0.169734-0.22755i
3.149	0.168234-0.22852i
3.15	0.166728-0.229481i
3.151	0.165216-0.230432i
3.152	0.1637-0.231373i
3.153	0.162178-0.232304i
3.154	0.160651-0.233225i
3.155	0.159119-0.234136i
3.156	0.157581-0.235037i
3.157	0.156039-0.235928i
3.158	0.154492-0.236809i
3.159	0.15294-0.23768i
3.16	0.151383-0.238541i
3.161	0.149821-0.239392i
3.162	0.148255-0.240232i
3.163	0.146684-0.241062i
3.164	0.145108-0.241883i
3.165	0.143528-0.242692i
3.166	0.141943-0.243492i
3.167	0.140355-0.244281i
3.168	0.138761-0.24506i
3.169	0.137164-0.245829i
3.17	0.135563-0.246587i
3.171	0.133957-0.247335i
3.172	0.132347-0.248073i
3.173	0.130734-0.2488i
3.174	0.129116-0.249517i
3.175	0.127495-0.250223i
3.176	0.12587-0.250919i
3.177	0.124241-0.251604i
3.178	0.122609-0.252279i
3.179	0.120973-0.252943i
3.18	0.119333-0.253596i
3.181	0.117691-0.254239i
3.182	0.116044-0.254872i
3.183	0.114395-0.255494i
3.184	0.112742-0.256105i
3.185	0.111086-0.256706i
3.186	0.109428-0.257296i
3.187	0.107766-0.257875i
3.188	0.106101-0.258444i
3.189	0.104433-0.259001i
3.19	0.102763-0.259549i
3.191	0.101089-0.260085i
3.192	0.0994134-0.260611i
3.193	0.0977349-0.261126i
3.194	0.0960538-0.26163i
3.195	0.0943703-0.262124i
3.196	0.0926844-0.262606i
3.197	0.0909962-0.263078i
3.198	0.0893057-0.263539i
3.199	0.087613-0.26399i
3.2	0.0859183-0.264429i
3.201	0.0842214-0.264858i
3.202	0.0825226-0.265276i
3.203	0.0808219-0.265683i
3.204	0.0791193-0.266079i
3.205	0.0774149-0.266464i
3.206	0.0757089-0.266838i
3.207	0.0740012-0.267202i
3.208	0.072292-0.267555i
3.209	0.0705812-0.267896i
3.21	0.068869-0.268227i
3.211	0.0671555-0.268547i
3.212	0.0654407-0.268856i
3.213	0.0637246-0.269154i
3.214	0.0620074-0.269442i
3.215	0.0602891-0.269718i
3.216	0.0585698-0.269984i
3.217	0.0568496-0.270238i
3.218	0.0551285-0.270482i
3.219	0.0534065-0.270714i
3.22	0.0516839-0.270936i
3.221	0.0499605-0.271147i
3.222	0.0482366-0.271347i
3.223	0.0465121-0.271536i
3.224	0.0447872-0.271714i
3.225	0.0430618-0.271882i
3.226	0.0413362-0.272038i
3.227	0.0396103-0.272184i
3.228	0.0378842-0.272318i
3.229	0.0361579-0.272442i
3.23	0.0344316-0.272555i
3.231	0.0327054-0.272656i
3.232	0.0309792-0.272747i
3.233	0.0292532-0.272828i
3.234	0.0275274-0.272897i
3.235	0.0258019-0.272955i
3.236	0.0240767-0.273003i
3.237	0.022352-0.273039i
3.238	0.0206277-0.273065i
3.239	0.018904-0.27308i
3.24	0.017181-0.273084i
3.241	0.0154586-0.273077i
3.242	0.0137371-0.27306i
3.243	0.0120163-0.273032i
3.244	0.0102965-0.272993i
3.245	0.00857757-0.272943i
3.246	0.00685972-0.272882i
3.247	0.00514297-0.272811i
3.248	0.00342739-0.272728i
3.249	0.00171304-0.272635i
3.25	-2.67173e-16-0.272532i
3.251	-0.00171167-0.272417i
3.252	-0.00342191-0.272292i
3.253	-0.00513064-0.272157i
3.254	-0.0068378-0.27201i
3.255	-0.00854333-0.271853i
3.256	-0.0102472-0.271685i
3.257	-0.0119492-0.271507i
3.258	-0.0136494-0.271318i
3.259	-0.0153477-0.271118i
3.26	-0.0170441-0.270908i
3.261	-0.0187384-0.270687i
3.262	-0.0204306-0.270456i
3.263	-0.0221207-0.270214i
3.264	-0.0238085-0.269962i
3.265	-0.0254941-0.269699i
3.266	-0.0271773-0.269426i
3.267	-0.028858-0.269142i
3.268	-0.0305363-0.268848i
3.269	-0.032212-0.268543i
3.27	-0.0338851-0.268228i
3.271	-0.0355555-0.267903i
3.272	-0.0372232-0.267567i
3.273	-0.0388881-0.267221i
3.274	-0.0405501-0.266865i
3.275	-0.0422092-0.266498i
3.276	-0.0438652-0.266121i
3.277	-0.0455182-0.265734i
3.278	-0.0471681-0.265337i
3.279	-0.0488148-0.264929i
3.28	-0.0504582-0.264511i
3.281	-0.0520983-0.264083i
3.282	-0.0537351-0.263645i
3.283	-0.0553684-0.263197i
3.284	-0.0569982-0.262739i
3.285	-0.0586245-0.262271i
3.286	-0.0602471-0.261792i
3.287	-0.061866-0.261304i
3.288	-0.0634812-0.260806i
3.289	-0.0650926-0.260298i
3.29	-0.0667001-0.25978i
3.291	-0.0683037-0.259252i
3.292	-0.0699033-0.258714i
3.293	-0.0714989-0.258166i
3.294	-0.0730903-0.257609i
3.295	-0.0746776-0.257042i
3.296	-0.0762606-0.256465i
3.297	-0.0778394-0.255878i
3.298	-0.0794138-0.255282i
3.299	-0.0809838-0.254676i
3.3	-0.0825493-0.254061i
3.301	-0.0841104-0.253436i
3.302	-0.0856668-0.252801i
3.303	-0.0872186-0.252157i
3.304	-0.0887657-0.251503i
3.305	-0.0903081-0.25084i
3.306	-0.0918456-0.250168i
3.307	-0.0933783-0.249486i
3.308	-0.094906-0.248795i
3.309	-0.0964288-0.248094i
3.31	-0.0979465-0.247385i
3.311	-0.0994591-0.246666i
3.312	-0.100967-0.245937i
3.313	-0.102469-0.2452i
3.314	-0.103966-0.244454i
3.315	-0.105458-0.243698i
3.316	-0.106944-0.242933i
3.317	-0.108425-0.24216i
3.318	-0.1099-0.241377i
3.319	-0.11137-0.240586i
3.32	-0.112834-0.239785i
3.321	-0.114293-0.238976i
3.322	-0.115746-0.238158i
3.323	-0.117193-0.237331i
3.324	-0.118635-0.236495i
3.325	-0.12007-0.235651i
3.326	-0.1215-0.234798i
3.327	-0.122924-0.233936i
3.328	-0.124341-0.233066i
3.329	-0.125753-0.232187i
3.33	-0.127158-0.2313i
3.331	-0.128558-0.230404i
3.332	-0.129951-0.2295i
3.333	-0.131338-0.228588i
3.334	-0.132718-0.227667i
3.335	-0.134092-0.226738i
3.336	-0.13546-0.225801i
3.337	-0.136822-0.224855i
3.338	-0.138176-0.223901i
3.339	-0.139525-0.22294i
3.34	-0.140866-0.22197i
3.341	-0.142201-0.220992i
3.342	-0.14353-0.220006i
3.343	-0.144851-0.219012i
3.344	-0.146166-0.218011i
3.345	-0.147474-0.217001i
3.346	-0.148775-0.215984i
3.347	-0.150069-0.214959i
3.348	-0.151356-0.213926i
3.349	-0.152636-0.212886i
3.35	-0.153909-0.211838i
3.351	-0.155175-0.210782i
3.352	-0.156434-0.209719i
3.353	-0.157685-0.208648i
3.354	-0.158929-0.207571i
3.355	-0.160166-0.206485i
3.356	-0.161396-0.205393i
3.357	-0.162618-0.204293i
3.358	-0.163833-0.203186i
3.359	-0.165041-0.202072i
3.36	-0.16624-0.20095i
3.361	-0.167433-0.199822i
3.362	-0.168617-0.198686i
3.363	-0.169795-0.197544i
3.364	-0.170964-0.196395i
3.365	-0.172126-0.195238i
3.366	-0.17328-0.194075i
3.367	-0.174426-0.192906i
3.368	-0.175564-0.191729i
3.369	-0.176695-0.190546i
3.37	-0.177817-0.189356i
3.371	-0.178932-0.18816i
3.372	-0.180039-0.186957i
3.373	-0.181137-0.185748i
3.374	-0.182228-0.184532i
3.375	-0.183311-0.183311i
3.376	-0.184385-0.182082i
3.377	-0.185451-0.180848i
3.378	-0.186509-0.179607i
3.379	-0.187559-0.17836i
3.38	-0.1886-0.177108i
3.381	-0.189634-0.175849i
3.382	-0.190659-0.174584i
3.383	-0.191675-0.173313i
3.384	-0.192683-0.172037i
3.385	-0.193683-0.170754i
3.386	-0.194674-0.169466i
3.387	-0.195657-0.168172i
3.388	-0.196631-0.166873i
3.389	-0.197596-0.165568i
3.39	-0.198553-0.164257i
3.391	-0.199501-0.162941i
3.392	-0.200441-0.16162i
3.393	-0.201372-0.160293i
3.394	-0.202294-0.158961i
3.395	-0.203208-0.157624i
3.396	-0.204113-0.156282i
3.397	-0.205008-0.154934i
3.398	-0.205895-0.153582i
3.399	-0.206774-0.152224i
3.4	-0.207643-0.150861i
3.401	-0.208503-0.149494i
3.402	-0.209355-0.148122i
3.403	-0.210197-0.146745i
3.404	-0.211031-0.145363i
3.405	-0.211855-0.143977i
3.406	-0.21267-0.142586i
3.407	-0.213477-0.14119i
3.408	-0.214274-0.13979i
3.409	-0.215062-0.138386i
